ECU_ID,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,模糊类型
0x235,0xb,0x83,0x4c,0x0,0xa0,0x30,0x0,0x80
0x245,0x84,0x0,0xc1,0x0,0xf0,0x70,0x0,0x40
0x505,0x7,0x12,0x45,0x0,0x90,0xb0,0x0,0x30
0x460,0x1,0xc0,0x41,0x0,0xc0,0x60,0x0,0x40
0x225,0xfa,0x81,0xac,0x0,0x13,0x40,0x0,0x0
0x210,0x48,0xc,0x2f,0x0,0x50,0x20,0x0,0xa0
0x265,0x8,0x10,0xd6,0x0,0xe0,0xb0,0x0,0xc0
0x275,0x6b,0x0,0x35,0x0,0x0,0x90,0x0,0x80
0x433,0x7,0x1,0xff,0x5,0xb0,0x20,0x0,0x0
0x255,0x87,0x0,0x34,0x0,0x10,0x50,0x0,0xb0
0x285,0x2b,0x21,0x9,0x0,0x40,0x20,0x0,0x0
0x201,0x0,0xbd,0x3a,0x35,0x40,0x50,0x0,0xcf
0x428,0x4f,0x86,0x7f,0x4a,0x80,0x60,0x0,0xc0
0x420,0x7c,0xc2,0x96,0x65,0xf9,0x40,0x28,0x81
0x265,0xb,0x10,0x7b,0x0,0x80,0xe0,0x0,0xd0
0x235,0x8,0x83,0x65,0x0,0x50,0x60,0x0,0x70
0x245,0x83,0x0,0xac,0x0,0x60,0xb0,0x0,0x50
0x506,0xb,0x12,0x97,0x0,0x10,0x80,0x0,0x90
0x23,0x43,0x0,0x1f,0x0,0x40,0xd0,0x0,0xb0
0x460,0xf,0xc0,0x43,0x0,0x70,0xa0,0x0,0xa0
0x225,0xf7,0x81,0x15,0x0,0xc3,0x70,0x0,0x40
0x210,0x46,0xc,0x6b,0x0,0x90,0x80,0x0,0x60
0x265,0x0,0x10,0x0,0x0,0x20,0x50,0x0,0x70
0x275,0x86,0x0,0xaf,0x0,0xa0,0xe0,0x0,0x60
0x433,0x8,0x1,0x49,0x5,0x20,0x70,0x0,0xa0
0x255,0x8e,0x0,0x44,0x0,0x70,0xc0,0x0,0x30
0x4f2,0x5,0xb4,0x40,0x57,0xc0,0x90,0x0,0x50
0x285,0x24,0x21,0x2a,0x0,0x90,0xa0,0x0,0x40
0x4d7,0x1d,0x2,0xaa,0x0,0x90,0x10,0x0,0x60
0x201,0xa,0xbc,0x19,0xd9,0x70,0xb0,0x0,0x7f
0x428,0x4c,0x86,0xf9,0x4a,0xe0,0xf0,0x0,0x10
0x420,0x71,0xc2,0xdd,0x65,0x99,0xc0,0x28,0x5e
0x265,0x9,0x10,0xdd,0x0,0x20,0x0,0x0,0xe0
0x235,0xd,0x83,0xa7,0x0,0x40,0x40,0x0,0x30
0x245,0x81,0x0,0x18,0x0,0x50,0xa0,0x0,0xf0
0x507,0x14,0x12,0x45,0x0,0x70,0xa0,0x0,0x80
0x460,0xa,0xc0,0x53,0x0,0x50,0x70,0x0,0x60
0x225,0xfc,0x81,0x31,0x0,0x13,0xe0,0x0,0x30
0x210,0x42,0xc,0x63,0x0,0xb0,0x0,0x0,0xa0
0x265,0x8,0x10,0x4f,0x0,0x90,0xb0,0x0,0xf0
0x275,0xa8,0x0,0xb4,0x0,0xd0,0xc0,0x0,0xd0
0x433,0xe,0x1,0x1d,0x5,0x20,0x50,0x0,0x90
0x4da,0x1d,0x0,0x29,0x0,0xb0,0x10,0x0,0x40
0x255,0x82,0x0,0xe3,0x0,0xb0,0x80,0x0,0xe0
0x285,0x28,0x21,0xfd,0x0,0x70,0xf0,0x0,0x80
0x80,0xb,0x7,0xd7,0x6,0x35,0xc5,0x0,0x40
0x201,0xb,0xbf,0xca,0x4d,0x20,0x30,0x0,0xdf
0x428,0x42,0x87,0x39,0x4a,0x40,0x60,0x0,0x70
0x420,0x7a,0xc2,0x8c,0x65,0x69,0xc0,0x29,0xea
0x265,0xd,0x10,0x15,0x0,0x80,0x40,0x0,0x50
0x511,0xb,0x2,0x42,0x0,0x40,0x0,0x0,0x80
0x235,0x3,0x83,0xe3,0x0,0x70,0x0,0x0,0x20
0x245,0x8a,0x0,0x67,0x0,0x30,0xe0,0x0,0xe0
0x23,0x4f,0x0,0xc8,0x0,0xe0,0xa0,0x0,0x20
0x460,0x4,0xc0,0x39,0x0,0x60,0x0,0x0,0xb0
0x225,0xfe,0x81,0xdb,0x0,0x3,0x60,0x0,0xd0
0x210,0x48,0xc,0xff,0x0,0x40,0xa0,0x0,0x90
0x265,0xb,0x10,0x8,0x0,0xb0,0xa0,0x0,0x40
0x275,0xcf,0x0,0x68,0x0,0x50,0xb0,0x0,0x10
0x433,0x8,0x1,0xee,0x5,0xd0,0x70,0x0,0x20
0x255,0x87,0x0,0x13,0x0,0x10,0xa0,0x0,0xe0
0x285,0x28,0x21,0x3d,0x0,0x90,0x40,0x0,0x50
0x201,0x9,0xb1,0x6,0xdf,0xa0,0xd0,0x0,0x2f
0x501,0xb,0x2,0x82,0x0,0x60,0x40,0x0,0xf0
0x428,0x44,0x86,0xde,0x4a,0x70,0x10,0x0,0x70
0x420,0x7d,0xc2,0x69,0x65,0x89,0xc0,0x27,0xee
0x265,0x4,0x10,0x46,0x0,0xa0,0xa0,0x0,0x30
0x235,0x5,0x83,0xd2,0x0,0xd0,0x0,0x0,0x90
0x245,0x8b,0x0,0xed,0x0,0x70,0x10,0x0,0xc0
0x460,0x9,0xc0,0xc8,0x0,0xc0,0xb0,0x0,0x50
0x225,0xf1,0x81,0xfb,0x0,0xb3,0x10,0x0,0xa0
0x210,0x40,0xc,0xb7,0x0,0x20,0x80,0x0,0x70
0x265,0x6,0x10,0xa,0x0,0xa0,0x70,0x0,0xd0
0x275,0xe5,0x0,0xd4,0x0,0x70,0x0,0x0,0xa0
0x433,0xe,0x1,0x78,0x5,0x80,0x30,0x0,0xb0
0x255,0x89,0x0,0x16,0x0,0x20,0x40,0x0,0x20
0x285,0x2f,0x21,0xe9,0x0,0xb0,0x0,0x0,0xf0
0x504,0x1,0x12,0x9,0x0,0x30,0x10,0x0,0xb0
0x201,0xe,0xd2,0x3b,0xf1,0x80,0xd0,0x0,0xf0
0x428,0x46,0x87,0xd2,0x4a,0xe0,0x90,0x0,0xd0
0x420,0x7d,0xc2,0x5c,0x65,0x49,0x30,0x29,0x95
0x265,0xe,0x10,0x8f,0x0,0xd0,0xa0,0x0,0xb0
0x235,0xb,0x83,0xde,0x0,0x70,0xd0,0x0,0x10
0x245,0x89,0x0,0xdd,0x0,0xc0,0x90,0x0,0x10
0x23,0x41,0x0,0x3b,0x0,0x70,0x50,0x0,0x70
0x460,0x1,0xc0,0x76,0x0,0xa0,0x10,0x0,0x40
0x225,0xf5,0x81,0xde,0x0,0xb3,0xc0,0x0,0x70
0x210,0x4c,0xc,0xfb,0x0,0x60,0xa0,0x0,0x40
0x265,0xe,0x10,0x51,0x0,0x40,0xc0,0x0,0x10
0x275,0xb,0x0,0x85,0x0,0x10,0x80,0x0,0x90
0x433,0x8,0x1,0x54,0x5,0x50,0xc0,0x0,0x40
0x255,0x83,0x0,0xea,0x0,0x50,0xc0,0x0,0x20
0x285,0x28,0x21,0x33,0x0,0x80,0xc0,0x0,0xf0
0x505,0xd,0x12,0x2b,0x0,0x90,0xa0,0x0,0x30
0x201,0x4,0xae,0xd8,0xd4,0x90,0x70,0x0,0xaf
0x428,0x4a,0x86,0x10,0x4a,0xc0,0x20,0x0,0x10
0x420,0x72,0xc2,0xcc,0x65,0xd9,0x40,0x28,0xbf
0x265,0x9,0x10,0x10,0x0,0x80,0x60,0x0,0x20
0x235,0x2,0x83,0x41,0x0,0x40,0x60,0x0,0x40
0x245,0x87,0x0,0x69,0x0,0x50,0xf0,0x0,0xb0
0x460,0x9,0xc0,0x95,0x0,0xf0,0xa0,0x0,0x80
0x225,0xf2,0x81,0x3d,0x0,0x33,0x0,0x0,0xd0
0x210,0x49,0xc,0x5e,0x0,0xe0,0x80,0x0,0xd0
0x265,0xe,0x10,0xc2,0x0,0x10,0x10,0x0,0x20
0x275,0x2c,0x0,0xc6,0x0,0x30,0xe0,0x0,0xc0
0x433,0x9,0x1,0xef,0x5,0x10,0x90,0x0,0x30
0x255,0x85,0x0,0xd1,0x0,0x50,0x10,0x0,0x10
0x285,0x21,0x21,0xe,0x0,0x60,0x60,0x0,0xe0
0x506,0x6,0x12,0x1c,0x0,0x80,0xb0,0x0,0x80
0x201,0x8,0xb5,0x9f,0xe3,0xb0,0x10,0x0,0x1f
0x4f3,0x36,0x46,0xe8,0x34,0x21,0x7,0x38,0x5
0x420,0x70,0xc2,0xcd,0x65,0x29,0x80,0x29,0x91
0x428,0x4e,0x86,0x1e,0x4a,0xb0,0x60,0x0,0x60
0x4f1,0x4d,0x1,0x82,0x0,0x0,0x64,0x5e,0x6e
0x265,0x7,0x10,0x6f,0x0,0x30,0x10,0x0,0x80
0x235,0x3,0x83,0x94,0x0,0x60,0x90,0x0,0xc0
0x245,0x8b,0x0,0x16,0x0,0x30,0x50,0x0,0x40
0x23,0x43,0x0,0x71,0x0,0x40,0x60,0x0,0xd0
0x460,0xa,0xc0,0x29,0x0,0xa0,0xb0,0x0,0x80
0x225,0xf7,0x81,0x2a,0x0,0xb3,0xa0,0x0,0x60
0x210,0x43,0xc,0xf4,0x0,0xc0,0x70,0x0,0x30
0x265,0x9,0x10,0x6c,0x0,0xc0,0x80,0x0,0x0
0x275,0x49,0x0,0xad,0x0,0xa0,0x40,0x0,0x20
0x433,0xa,0x1,0xcd,0x5,0x80,0x60,0x0,0xe0
0x255,0x88,0x0,0x2,0x0,0xf0,0x70,0x0,0xe0
0x285,0x2d,0x21,0xfe,0x0,0x90,0xc0,0x0,0x50
0x507,0x1f,0x12,0x20,0x0,0xd0,0x20,0x0,0xa0
0x201,0x3,0xb8,0xd6,0x40,0xa0,0x0,0x0,0xaf
0x428,0x47,0x86,0xdd,0x4a,0x0,0xa0,0x0,0xf0
0x420,0x7d,0xc2,0x2b,0x65,0x39,0x80,0x29,0xfa
0x265,0x3,0x10,0x82,0x0,0x10,0xc0,0x0,0x60
0x235,0xb,0x83,0x63,0x0,0xb0,0x50,0x0,0x50
0x245,0x8c,0x0,0x88,0x0,0xf0,0xb0,0x0,0x70
0x460,0x6,0xc0,0x9a,0x0,0x80,0xf0,0x0,0x10
0x225,0xf0,0x81,0xbd,0x0,0x23,0xe0,0x0,0xf0
0x210,0x4a,0xc,0x7c,0x0,0x90,0xe0,0x0,0x20
0x265,0x7,0x10,0xd3,0x0,0x40,0x90,0x0,0xd0
0x275,0x6f,0x0,0xe7,0x0,0xb0,0x50,0x0,0x20
0x433,0x1,0x1,0x28,0x5,0x50,0x30,0x0,0x70
0x255,0x8b,0x0,0x7d,0x0,0x60,0x80,0x0,0xf0
0x511,0x9,0x2,0xf5,0x0,0xa0,0x10,0x0,0xf0
0x285,0x20,0x21,0xdd,0x0,0x0,0xb0,0x0,0x20
0x201,0xd,0xfc,0x86,0x71,0xf0,0xf0,0x0,0x10
0x428,0x4a,0x86,0xf3,0x4a,0xb0,0x30,0x0,0x40
0x420,0x73,0xc2,0xbe,0x65,0x79,0x60,0x29,0x9b
0x265,0x0,0x10,0x41,0x0,0x0,0x40,0x0,0xa0
0x235,0xb,0x83,0xd7,0x0,0x80,0x90,0x0,0x10
0x245,0x88,0x0,0x7c,0x0,0xa0,0xe0,0x0,0x20
0x23,0x47,0x0,0x67,0x0,0x90,0x10,0x0,0x20
0x460,0x9,0xc0,0x51,0x0,0x80,0xd0,0x0,0x80
0x225,0xf8,0x81,0xbc,0x0,0xb3,0x80,0x0,0x70
0x501,0x6,0x2,0x7b,0x0,0x0,0xf0,0x0,0x10
0x210,0x47,0xc,0xfb,0x0,0x40,0x20,0x0,0x10
0x265,0x0,0x10,0xd9,0x0,0x90,0x60,0x0,0x40
0x275,0x88,0x0,0x6c,0x0,0xa0,0xe0,0x0,0x80
0x433,0xb,0x1,0xac,0x5,0xb0,0x30,0x0,0x10
0x255,0x8a,0x0,0x69,0x0,0x70,0x10,0x0,0x40
0x285,0x2b,0x21,0x8e,0x0,0x60,0x10,0x0,0xc0
0x201,0x0,0xf,0xd0,0x5b,0xf0,0x30,0x0,0x6f
0x428,0x4f,0x86,0xba,0x4a,0x40,0x50,0x0,0xe0
0x420,0x7f,0xc2,0x1,0x65,0x59,0xf0,0x29,0xef
0x265,0x3,0x10,0x88,0x0,0xc0,0x90,0x0,0x80
0x235,0x2,0x83,0x8b,0x0,0x80,0xf0,0x0,0xc0
0x245,0x88,0x0,0x2,0x0,0x0,0xf0,0x0,0xd0
0x460,0x0,0xc0,0xfa,0x0,0x70,0x30,0x0,0x90
0x225,0xfb,0x81,0x9d,0x0,0xa3,0x0,0x0,0x40
0x504,0xa,0x12,0x6c,0x0,0xc0,0xa0,0x0,0x50
0x210,0x4c,0xc,0xad,0x0,0xd0,0x30,0x0,0x50
0x265,0xe,0x10,0xc6,0x0,0xf0,0xf0,0x0,0x0
0x275,0xac,0x0,0xdf,0x0,0xb0,0x30,0x0,0x0
0x433,0x5,0x1,0xb1,0x5,0x0,0xc0,0x0,0x70
0x255,0x86,0x0,0xd6,0x0,0x40,0xb0,0x0,0x10
0x285,0x2c,0x21,0x70,0x0,0x70,0x70,0x0,0x70
0x201,0xd,0xda,0x83,0xa6,0x80,0x70,0x0,0xd0
0x428,0x4b,0x86,0x97,0x4a,0xe0,0xf0,0x0,0xd0
0x420,0x76,0xc2,0xb,0x65,0xd9,0xc0,0x29,0x6
0x265,0x4,0x10,0xab,0x0,0xf0,0x0,0x0,0x20
0x235,0x6,0x83,0xb0,0x0,0x0,0x10,0x0,0x60
0x245,0x82,0x0,0xd5,0x0,0x90,0xb0,0x0,0x70
0x23,0x4c,0x0,0x89,0x0,0x10,0x90,0x0,0x0
0x460,0xb,0xc0,0x3e,0x0,0xc0,0x60,0x0,0xb0
0x505,0x6,0x12,0x23,0x0,0x70,0xd0,0x0,0x30
0x225,0xf2,0x81,0x9b,0x0,0xd3,0xf0,0x0,0x30
0x210,0x4d,0xc,0x4d,0x0,0x40,0xa0,0x0,0x40
0x265,0x5,0x10,0x52,0x0,0x40,0x60,0x0,0x30
0x275,0xc9,0x0,0xc8,0x0,0x40,0xf0,0x0,0xe0
0x433,0xa,0x1,0x91,0x5,0x40,0xd0,0x0,0x90
0x255,0x84,0x0,0xdb,0x0,0xf0,0x10,0x0,0x80
0x4f2,0xe,0xb4,0x45,0x57,0xd0,0x50,0x0,0x50
0x285,0x26,0x21,0xaa,0x0,0x80,0xf0,0x0,0x0
0x4d7,0x19,0x2,0xb,0x0,0x90,0x80,0x0,0x80
0x201,0x5,0xc7,0xe4,0x7a,0x80,0x30,0x0,0x7f
0x428,0x4c,0x87,0x19,0x4a,0x10,0x50,0x0,0x60
0x420,0x72,0xc2,0x7c,0x65,0x49,0x40,0x29,0xaf
0x265,0x1,0x10,0xbb,0x0,0x0,0xf0,0x0,0xd0
0x235,0x2,0x83,0x3e,0x0,0xd0,0x60,0x0,0xc0
0x245,0x82,0x0,0x74,0x0,0x10,0x70,0x0,0x0
0x460,0xb,0xc0,0xc6,0x0,0x60,0x50,0x0,0xc0
0x506,0xb,0x12,0xed,0x0,0x30,0x90,0x0,0xe0
0x225,0xfe,0x81,0xe1,0x0,0x73,0x80,0x0,0x40
